key,kn,type
P. Aisha Potty,ಪಿ. ಆಯಿಷಾ ಪಾಟಿ,string
P. Angalane,ಪಿ.ಅಂಗಳನೆ,string
P. Arjunan,ಪಿ.ಅರ್ಜುನನ್,string
P. Ayyappan,ಪಿ.ಅಯ್ಯಪ್ಪನ್,string
P. B. Abdul Razak,ಪಿ ಬಿ ಅಬ್ದುಲ್ ರಜಾಕ್,string
P. Balachandran,ಪಿ.ಬಾಲಚಂದ್ರನ್,string
P. Balaraman,ಪಿ.ಬಲರಾಮನ್,string
P. Benjamin,ಪಿ. ಬೆಂಜಮಿನ್,string
P. C. George,ಪಿ ಸಿ ಜಾರ್ಜ್,string
P. C. Vishnunath,ಪಿ ಸಿ ವಿಷ್ಣುನಾಥ್,string
P. Dhanapal,ಪಿ.ಧನಪಾಲ್,string
P. Geetha Jeevan,ಪಿ. ಗೀತಾ ಜೀವನ,string
P. H. Manoj Pandian,ಪಿ ಎಚ್ ಮನೋಜ್ ಪಾಂಡಿಯನ್,string
P. J. Joseph,P. J. ಜೋಸೆಫ್,string
P. K. Abdu Rabb,ಪಿ ಕೆ ಅಬ್ದು ರಬ್ಬ್,string
P. K. Basheer,ಪಿ ಕೆ ಬಶೀರ್,string
P. K. Kunhalikutty,ಪಿ.ಕೆ.ಕುನ್ಹಾಲಿಕುಟ್ಟಿ,string
P. K. Sasi,ಪಿ ಕೆ ಶಶಿ,string
P. K. Sekar Babu,ಪಿ.ಕೆ.ಸೇಕರ್ ಬಾಬು,string
P. Karthikeyan,ಪಿ. ಕಾರ್ತಿಕೇಯನ್,string
P. M. L. Kalyanasundaram,ಪಿ ಎಂ ಎಲ್ ಕಲ್ಯಾಣಸುಂದರಂ,string
P. M. Narasimhan,ಪಿ ಎಂ ನರಸಿಂಹನ್,string
P. Mammikutty,ಪಿ.ಮಮ್ಮಿಕುಟ್ಟಿ,string
P. Moorthy,ಪಿ.ಮೂರ್ತಿ,string
P. Nandakumar,ಪಿ.ನಂದಕುಮಾರ್,string
P. P. Chitharanjan,ಪಿ.ಪಿ.ಚಿತರಂಜನ್,string
P. P. Sumod,ಪಿ.ಪಿ.ಸುಮೋದ್,string
P. Prasad,ಪಿ. ಪ್ರಸಾದ್,string
P. R. N. Thirumurugan,ಪಿ ಆರ್ ಎನ್ ತಿರುಮುರುಗನ್,string
P. R. Senthilnathan,ಪಿ.ಆರ್. ಸೆಂಥಿಲನಾಥನ್,string
P. R. Siva,ಪಿ ಆರ್ ಶಿವ,string
P. Rajavelu,ಪಿ.ರಾಜವೇಲು,string
P. Rajeev,ಪಿ.ರಾಜೀವ್,string
P. Ramalingam,ಪಿ.ರಾಮಲಿಂಗಂ,string
P. S. Supal,ಪಿ ಎಸ್ ಸುಪಾಲ್,string
P. S. T. Saravanan,ಪಿ.ಎಸ್.ಟಿ.ಸರವಣನ್,string
P. Selvam,ಪಿ. ಸೆಲ್ವಂ,string
P. Sivakumar,ಪಿ.ಶಿವಕುಮಾರ್,string
P. Sivakumar @ Thayagamkavi,ಪಿ. ಶಿವಕುಮಾರ್ @ ತಾಯಗಮಕವಿ,string
P. Sreeramakrishnan,ಪಿ.ಶ್ರೀರಾಮಕೃಷ್ಣನ್,string
P. T. A. Rahim,ಪಿ ಟಿ ಎ ರಹೀಮ್,string
P. T. Thomas,P. T. ಥಾಮಸ್,string
P. Thangamani,ಪಿ.ತಂಗಮಣಿ,string
P. Thilothaman,ಪಿ.ತಿಲೋತ್ತಮನ್,string
P. Ubaidulla,ಪಿ.ಉಬೈದುಲ್ಲಾ,string
P. Unni,ಪಿ.ಉನ್ನಿ,string
P. V. Anvar,ಪಿ ವಿ ಅನ್ವರ್,string
P. V. Sreenijin,ಪಿ.ವಿ.ಶ್ರೀನಿಜಿನ್,string
P. Vetrivel,ಪಿ. ವೆಟ್ರಿವೇಲ್,string
PAKABETBARI,ಪಕಬೆಟ್ಬರಿ,string
PALASBARI,ಪಾಲಸ್ಬರಿ,string
PARBATJHORA,ಪರ್ಬತ್ಜೋರಾ,string
PATHARKANDI,ಪಥರಕಂಡಿ,string
PMK,ಪಿಎಂಕೆ,string
Padma Hazarika,ಪದ್ಮಾ ಹಜಾರಿಕಾ,string
Padmanabhapuram,ಪದ್ಮನಾಭಪುರಂ,string
Pala,ಪಾಲಾ,string
Palacode,ಪಾಲಕೋಡ್,string
Palakkad,ಪಾಲಕ್ಕಾಡ್,string
Palani,ಪಳನಿ,string
Palani. K,ಪಳನಿ. ಕೆ,string
Palanivel Thiagarajan,ಪಳನಿವೇಲ್ ತ್ಯಾಗರಾಜನ್,string
Palaniyappan. P,ಪಳನಿಯಪ್ಪನ್. ಪಿ,string
Palasbari,ಪಲಾಸ್ಬರಿ,string
Palashipara,ಪಲಾಶಿಪರ,string
Palayamkottai,ಪಳಯಂಕೊಟ್ಟೈ,string
Pallab Lochan Das,ಪಲ್ಲಬ್ ಲೋಚನ್ ದಾಸ್,string
Palladam,ಪಲ್ಲಡಂ,string
Pallavaram,ಪಲ್ಲವರಂ,string
Panchla,ಪಂಚಲಾ,string
Pandabeswar,ಪಾಂಡಬೇಶ್ವರ,string
Pandian K A,ಪಾಂಡಿಯನ್ ಕೆ ಎ,string
Pandua,ಪಾಂಡುವಾ,string
Panery,ಪನೆರಿ,string
Panihati,ಪಾನಿಹತಿ,string
Pannalal Halder,ಪನ್ನಾಲಾಲ್ ಹಲ್ದರ್,string
Panneerselvam Mrk,ಪನ್ನೀರಸೆಲ್ವಂ ಶ್ರೀ,string
Panneerselvam V,ಪನ್ನೀರಸೆಲ್ವಂ ವಿ,string
Panruti,ಪನ್ರುತಿ,string
Panskura Paschim,ಪನ್ಸ್ಕುರಾ ಪಶ್ಚಿಮ,string
Panskura Purba,ಪಂಸ್ಕುರಾ ಪುರ್ಬಾ,string
Papanasam,ಪಾಪನಾಶಂ,string
Pappireddippatti,ಪಾಪ್ಪಿರೆಡ್ಡಿಪ್ಪಟ್ಟಿ,string
Para (SC),ಪ್ಯಾರಾ (ಎಸ್‌ಸಿ),string
Parakkal Abdulla,ಪರಕ್ಕಲ್ ಅಬ್ದುಲ್ಲಾ,string
Paramakudi (SC),ಪರಮಕುಡಿ (ಎಸ್‌ಸಿ),string
Paramathi-Velur,ಪರಮತಿ-ವೇಲೂರು,string
Parameswari. M,ಪರಮೇಶ್ವರಿ. ಎಂ,string
Parash Dutta,ಪರಶ್ ದತ್ತಾ,string
Parassala,ಪರಸ್ಸಾಲ,string
Paravur,ಪರವೂರು,string
Paresh Chandra Adhikary,ಪರೇಶ್ ಚಂದ್ರ ಅಧಿಕಾರಿ,string
Paresh Murmu,ಪರೇಶ್ ಮುರ್ಮು,string
Paresh Paul,ಪರೇಶ್ ಪಾಲ್,string
Paresh Ram Das,ಪರೇಶ್ ರಾಮ್ ದಾಸ್,string
Parimal Suklabaidya,ಪರಿಮಳಾ ಸುಕ್ಲಬೈದ್ಯ,string
Parmananda Rajbongshi,ಪರಮಾನಂದ ರಾಜ್ಬೊಂಗ್ಶಿ,string
Partha Bhowmick,ಪಾರ್ಥ ಭೌಮಿಕ್,string
Partha Chatterjee,ಪಾರ್ಥ ಚಟರ್ಜಿ,string
Parthasarathi Chatterjee,ಪಾರ್ಥಸಾರಥಿ ಚಟರ್ಜಿ,string
Party color cell Independent,ಪಕ್ಷದ ಬಣ್ಣದ ಕೋಶ ಸ್ವತಂತ್ರ,string
Paschim Medinapur,ಪಶ್ಚಿಮ ಮೇದಿನಾಪುರ,string
Patacharkuchi,ಪಟಾಚಾರ್ಕುಚಿ,string
Patashpur,ಪಟಾಶಪುರ,string
Pathanamthitta,ಪತ್ತನಂತಿಟ್ಟ,string
Pathanapuram,ಪಠಾಣಪುರಂ,string
Patharkandi,ಪಥರಕಂಡಿ,string
Patharpratima,ಪಥರಪ್ರತಿಮಾ,string
Pattambi,ಪಟ್ಟಾಂಬಿ,string
Pattukkottai,ಪಟ್ಟುಕ್ಕೊಟ್ಟೈ,string
Pavunraj.S,ಪಾವುಂರಾಜ್.ಎಸ್,string
Pawan Kumar Singh,ಪವನ್ ಕುಮಾರ್ ಸಿಂಗ್,string
Payyanur,ಪಯ್ಯನೂರು,string
Peerumade,ಪೀರುಮಾಡೆ,string
Pennagaram,ಪೆನ್ನಾಗರಂ,string
Perambalur,ಪೆರಂಬಲೂರು,string
Perambalur (SC),ಪೆರಂಬಲೂರ್ (ಎಸ್‌ಸಿ),string
Perambra,ಪೆರಂಬ್ರಾ,string
Perambur,ಪೆರಂಬೂರ್,string
Peravoor,ಪೆರವೂರ್,string
Peravurani,ಪೆರವೂರಾಣಿ,string
Peravurani N. Ashokkumar,ಪೆರವೂರಾಣಿ ಎನ್.ಅಶೋಕ್ಕುಮಾರ್,string
Periakaruppan Kr,ಪೆರಿಯಕರುಪ್ಪನ್ ಕೃ,string
Perinthalmanna,ಪೆರಿಂತಲ್ಮನ್ನಾ,string
Periyakulam,ಪೆರಿಯಾಕುಲಂ,string
Periyannan Arassu,ಪೆರಿಯಣ್ಣನ್ ಅರಸು,string
Periyapullan @ Selvam P,ಪೆರಿಯಪುಲ್ಲನ್ @ ಸೆಲ್ವಂ ಪಿ,string
Periyasamy I,ಪೆರಿಯಸಾಮಿ I,string
Perumbavoor,ಪೆರುಂಬವೂರ್,string
Perundurai,ಪೆರುಂದುರೈ,string
Phani Bhusan Choudhury,ಫಣಿ ಭೂಷಣ ಚೌಧರಿ,string
Phanidhar Talukdar,ಫಣಿಧರ ತಾಲೂಕದಾರ,string
Phansidewa (ST),ಫನ್ಸಿದೇವಾ (ಎಸ್‌ಟಿ),string
Pijush Hazarika,ಪಿಜುಶ್ ಹಜಾರಿಕಾ,string
Pinarayi Vijayan,ಪಿಣರಾಯಿ ವಿಜಯನ್,string
Pingla,ಪಿಂಗ್ಲಾ,string
Piravom,ಪಿರವಂ,string
Pitchandi K,ಪಿಚ್ಚಂಡಿ ಕೆ,string
Pollachi,ಪೊಲ್ಲಾಚಿ,string
Pollachi V Jayaraman,ಪೊಲ್ಲಾಚಿ ವಿ ಜಯರಾಮನ್,string
Pollachi V. Jayaraman,ಪೊಲ್ಲಾಚಿ ವಿ.ಜಯರಾಮನ್,string
Polur,ಪೋಲೂರು,string
Pon. Jayaseelan,ಪೊನ್. ಜಯಶೀಲನ್,string
Ponakan Baruah,ಪೋನಕನ್ ಬರುವಾ,string
Pondicherry,ಪಾಂಡಿಚೇರಿ,string
Ponmudy K,ಪೊನ್ಮುಡಿ ಕೆ,string
Ponnani,ಪೊನ್ನಾನಿ,string
Ponneri (SC),ಪೊನ್ನೇರಿ (ಎಸ್‌ಸಿ),string
Poompuhar,ಪೂಂಪುಹಾರ್,string
Poonamallee (SC),ಪೂನಮಲ್ಲಿ (ಎಸ್‌ಸಿ),string
Poonjar,ಪೂಂಜಾರ್,string
Prabhu A,ಪ್ರಭು ಎ,string
Prabir Kumar Ghosal,ಪ್ರಬೀರ್ ಕುಮಾರ್ ಘೋಸಲ್,string
Pradan Baruah,ಪ್ರದಾನ್ ಬರುವಾ,string
Pradip Kumar Barma,ಪ್ರದೀಪ್ ಕುಮಾರ್ ಬರ್ಮಾ,string
Pradip Kumar Saha,ಪ್ರದೀಪ್ ಕುಮಾರ್ ಸಹಾ,string
Pradip Mazumdar,ಪ್ರದೀಪ್ ಮಜುಂದಾರ್,string
Pradip Sarkar,ಪ್ರದೀಪ್ ಸರ್ಕಾರ್,string
Prafulla Kumar Mahanta,ಪ್ರಫುಲ್ಲ ಕುಮಾರ್ ಮಹಾಂತ,string
Prakaash.Y.,ಪ್ರಕಾಶ್.ವೈ.,string
Pramatha Nath Ray,ಪ್ರಮಥ ನಾಥ್ ರೇ,string
Pramod Narayan,ಪ್ರಮೋದ್ ನಾರಾಯಣ,string
Pranab Kalita,ಪ್ರಣಬ್ ಕಲಿತಾ,string
Pranab Kumar Gogoi,ಪ್ರಣಬ್ ಕುಮಾರ್ ಗೊಗೋಯ್,string
Prasanta Phukan,ಪ್ರಶಾಂತ ಫುಕನ್,string
Prithiraj Rava,ಪೃಥಿರಾಜ್ ರಾವಾ,string
Priya Paul,ಪ್ರಿಯಾ ಪೌಲ್,string
Prodip Hazarika,ಪ್ರದೀಪ್ ಹಜಾರಿಕಾ,string
Prodyut Kumar Ghosh,ನಿರ್ಮಾಪಕ ಕುಮಾರ್ ಘೋಷ್,string
Promod Borthakur,ಪ್ರಮೋದ ಬೋರ್ತಕೂರ್,string
Protima Rajak,ಪ್ರೋತಿಮಾ ರಾಜಕ್,string
Pudukkottai,ಪುದುಕ್ಕೊಟ್ಟೈ,string
Pulak Roy,ಪುಲಕ್ ರಾಯ್,string
Pulin Bihari Ray,ಪುಲಿನ್ ಬಿಹಾರಿ ರೇ,string
Puna Bhengra,ಪುನಾ ಭೇಂಗ್ರಾ,string
Punalur,ಪುನಲೂರು,string
Pundarikakshya Saha,ಪುಂಡರೀಕಾಕ್ಷ್ಯ ಸಃ,string
Purba Medinapur,ಪುರ್ಬಾ ಮೇದಿನಾಪುರ,string
Purbasthali Dakshin,ಪುರ್ಬಸ್ಥಲಿ ದಕ್ಷಿಣ,string
Purbasthali Uttar,ಪುರ್ಬಸ್ಥಲಿ ಉತ್ತರ,string
Purna Chandra Bauri,ಪೂರ್ಣ ಚಂದ್ರ ಬೌರಿ,string
Purnendu Basu,ಪೂರ್ಣೇಂದು ಬಸು,string
Pursurah,ಪುರ್ಸುರಾಃ,string
Purulia,ಪುರುಲಿಯಾ,string
Puruliya,ಪುರುಲಿಯ,string
Purushan Kadalundi,ಪುರುಷ ಕಡಲುಂಡಿ,string
Puthukkad,ಪುತ್ತುಕ್ಕಾಡ್,string
Puthuppally,ಪುತ್ತುಪ್ಪಲ್ಲಿ,string
R Nataraj IPS (Rtd),ಆರ್ ನಟರಾಜ್ IPS (Rtd),string
R. B. Udhaya Kumar,ಆರ್.ಬಿ.ಉದಯ ಕುಮಾರ್,string
R. Baskar Datchanamourtty,ಆರ್.ಬಾಸ್ಕರ್ ದಚ್ಚನಮೂರ್ತಿ,string
R. Bindu,ಆರ್.ಬಿಂದು,string
R. D. Sekar,ಆರ್ ಡಿ ಸೇಕರ್,string
R. Elango,ಆರ್. ಇಲಾಂಗೋ,string
R. Gandhi,ಆರ್. ಗಾಂಧಿ,string
R. Ganesh,ಆರ್.ಗಣೇಶ್,string
R. Kamalakannan,ಆರ್.ಕಮಲಕಣ್ಣನ್,string
R. Kamaraj,ಆರ್.ಕಾಮರಾಜ್,string
R. Lakshmanan,ಆರ್.ಲಕ್ಷ್ಮಣನ್,string
R. M. Karumanikam,ಆರ್.ಎಂ.ಕರುಮಾಣಿಕಂ,string
R. Mani,ಆರ್ ಮಣಿ,string
R. Manickam,ಆರ್. ಮಾಣಿಕ್ಕಂ,string
R. Murugaiah Pandian,ಆರ್. ಮುರುಗಯ್ಯ ಪಾಂಡಿಯನ್,string
R. Radhakrishnan,ಆರ್ ರಾಧಾಕೃಷ್ಣನ್,string
R. Rajendran,ಆರ್.ರಾಜೇಂದ್ರನ್,string
R. Rajesh,ಆರ್.ರಾಜೇಶ್,string
R. Ramachandran,ಆರ್ ರಾಮಚಂದ್ರನ್,string
R. S. Raja Kannappan,ಆರ್ ಎಸ್ ರಾಜಾ ಕಣ್ಣಪ್ಪನ್,string
R. Sakkarapani,ಆರ್.ಸಕ್ಕರಪಾಣಿ,string
R. Senthilkumar,ಆರ್.ಸೆಂಥಿಲ್ಕುಮಾರ್,string
R. Siva,ಆರ್. ಶಿವ,string
R. Sundararaj,ಆರ್.ಸುಂದರರಾಜ್,string
R. Vaithilingam,ಆರ್.ವೈತಿಲಿಂಗಂ,string
R.K.R. Anantharaman,ಆರ್.ಕೆ.ಆರ್. ಅನಂತರಾಮನ್,string
R.Murugan,ಆರ್.ಮುರುಗನ್,string
R.Thamizhselvan,ಆರ್.ತಮಿಜ್ಸೆಲ್ವನ್,string
RAHA (SC),ರಾಹಾ (ಎಸ್‌ಸಿ),string
RAM KRISHANA NAGAR (SC),ರಾಮ್ ಕೃಷ್ಣ ನಗರ (ಎಸ್‌ಸಿ),string
RANGAPARA,ರಂಗಪರ,string
RANGIA,ರಂಗಿಯಾ,string
RMPI,RMPI,string
RONGKHANG (ST),ರೋಂಗ್ಖಾಂಗ್ (ಎಸ್‌ಟಿ),string
RONGONADI,ರೊಂಗೊನಾಡಿ,string
RSP,ಆರ್ಎಸ್ಪಿ,string
RUPAHIHAT,ರೂಪಾಹಿಹತ್,string
Rabindra Nath Ghosh,ರವೀಂದ್ರ ನಾಥ್ ಘೋಷ್,string
Rabindranath Bhattacharya,ರವೀಂದ್ರನಾಥ ಭಟ್ಟಾಚಾರ್ಯ,string
Rabindranath Chatterjee,ರವೀಂದ್ರನಾಥ ಚಟರ್ಜಿ,string
Rabindranath Maity,ರವೀಂದ್ರನಾಥ ಮೇಟಿ,string
Rabiram Narzary,ರಬಿರಾಮ್ ನರ್ಜಾರಿ,string
Rabiranjan Chattopadhyay,ರಬಿರಂಜನ್ ಚಟ್ಟೋಪಾಧ್ಯಾಯ,string
Rabiul Alam Chowdhury,ರಬಿಯುಲ್ ಆಲಂ ಚೌಧರಿ,string
Rachhpal Singh,ರಾಚ್ಪಾಲ್ ಸಿಂಗ್,string
Radhakrishnan. K,ರಾಧಾಕೃಷ್ಣನ್. ಕೆ,string
Radhapuram,ರಾಧಾಪುರಂ,string
Rafikul Islam,ರಫಿಕುಲ್ ಇಸ್ಲಾಂ,string
Rafikul Islam Mondal,ರಫಿಕುಲ್ ಇಸ್ಲಾಂ ಮೊಂಡಲ್,string
Rafiqul Islam,ರಫೀಕುಲ್ ಇಸ್ಲಾಂ,string
Rafiqur Rahaman,ರಫೀಕರ್ ರಹಮಾನ್,string
Raghunathganj,ರಘುನಾಥಗಂಜ್,string
Raghunathpur (SC),ರಘುನಾಥಪುರ (ಎಸ್‌ಸಿ),string
Raha (SC),ರಾಹಾ (ಎಸ್‌ಸಿ),string
Rahima Mondal,ರಹಿಮಾ ಮೊಂಡಲ್,string
Raidighi,ರೈಡಿಘಿ,string
Raiganj,ರಾಯಗಂಜ್,string
Raina (SC),ರೈನಾ (ಎಸ್‌ಸಿ),string
Raipur (ST),ರಾಯಪುರ (ಎಸ್‌ಟಿ),string
Raj Bhavan,ರಾಜಭವನ,string
Raj Chakraborty,ರಾಜ್ ಚಕ್ರವರ್ತಿ,string
Raja.S,ರಾಜಾ.ಎಸ್,string
Rajapalayam,ರಾಜಪಾಳ್ಯಂ,string
Rajarhat Gopalpur,ರಾಜರಹತ್ ಗೋಪಾಲಪುರ,string
Rajarhat New Town,ರಾಜರಹತ್ ನ್ಯೂ ಟೌನ್,string
Rajdeep Goala,ರಾಜದೀಪ್ ಗೋಲಾ,string
Rajendra Prasad Singh,ರಾಜೇಂದ್ರ ಪ್ರಸಾದ್ ಸಿಂಗ್,string
Rajendran. S,ರಾಜೇಂದ್ರನ್. ಎಸ್,string
Rajendran.R,ರಾಜೇಂದ್ರನ್.ಆರ್,string
Rajganj (SC),ರಾಜ್ಗಂಜ್ (ಎಸ್‌ಸಿ),string
Rajib Banerjee,ರಾಜೀಬ್ ಬ್ಯಾನರ್ಜಿ,string
Rajib Lochan Saren,ರಾಜೀಬ್ ಲೋಚನ್ ಸರೇನ್,string
Raju Abrham,ರಾಜು ಅಬ್ರಹಾಂ,string
Rakibul Hussain,ರಾಕಿಬುಲ್ ಹುಸೇನ್,string
Ram Sankar Halder,ರಾಮ್ ಶಂಕರ್ ಹಲ್ದರ್,string
Rama Biswas,ರಾಮ ಬಿಸ್ವಾಸ್,string
Rama Kanta Dewri,ರಮಾ ಕಾಂತ ದೇವ್ರಿ,string
Ramachandran K.K.S.S.R,ರಾಮಚಂದ್ರನ್ ಕೆ.ಕೆ.ಎಸ್.ಎಸ್.ಆರ್,string
Ramachandran. S,ರಾಮಚಂದ್ರನ್. ಎಸ್,string
Ramachandran.R.T,ರಾಮಚಂದ್ರನ್.ಆರ್.ಟಿ,string
Ramajeyalingam.J.K.N,ರಾಮಜೇಯಲಿಂಗಂ.ಜೆ.ಕೆ.ಎನ್,string
Ramalingam K.V.,ರಾಮಲಿಂಗಂ ಕೆ.ವಿ.,string
Ramanathapuram,ರಾಮನಾಥಪುರ,string
Ramar .E,ರಾಮರ್ .ಇ,string
Ramasamy Kr,ರಾಮಸಾಮಿ ಕೃ,string
Ramchandran. M,ರಾಮಚಂದ್ರನ್. ಎಂ,string
Ramendra Narayan Kalita,ರಾಮೇಂದ್ರ ನಾರಾಯಣ ಕಲಿತಾ,string
Ramendra Nath Biswas,ರಾಮೇಂದ್ರ ನಾಥ್ ಬಿಸ್ವಾಸ್,string
Ramendu Sinharay,ರಾಮೇಂದು ಸಿಂಹರಾಯ,string
Ramesh Chennithala,ರಮೇಶ್ ಚೆನ್ನಿತ್ತಲ,string
Ramesh Parambath,ರಮೇಶ್ ಪರಂಬತ್,string
Ramkrishna Ghosh,ರಾಮಕೃಷ್ಣ ಘೋಷ್,string
Ramnagar,ರಾಮನಗರ,string
Rampurhat,ರಾಮಪುರಹತ್,string
Ramu. A.,ರಾಮು. ಎ.,string
Rana Chatterjee,ರಾಣಾ ಚಟರ್ಜಿ,string
Ranaghat Dakshin (SC),ರಣಘಾಟ್ ದಕ್ಷಿಣ (ಎಸ್‌ಸಿ),string
Ranaghat Uttar Paschim,ರಣಘಟ್ಟ ಉತ್ತರ ಪಶ್ಚಿಮ,string
Ranaghat Uttar Purba (SC),ರಣಘಾಟ್ ಉತ್ತರ ಪುರ್ಬಾ (ಎಸ್‌ಸಿ),string
Ranajit Mondal,ರಣಜಿತ್ ಮೊಂಡಲ್,string
Rangapara,ರಂಗಪರ,string
Rangia,ರಂಗಿಯಾ,string
Ranibandh (ST),ರಾಣಿಬಂದ್ (ಎಸ್‌ಟಿ),string
Raniganj,ರಾಣಿಗಂಜ್,string
Raninagar,ರಾಣಿನಗರ,string
Ranipet,ರಾಣಿಪೇಟೆ,string
Ranjeet Kumar Dass,ರಂಜೀತ್ ಕುಮಾರ್ ದಾಸ್,string
Ranjit Dutta,ರಂಜಿತ್ ದತ್ತಾ,string
Ranni,ರನ್ನಿ,string
Ranoj Pegu,ರನೋಜ್ ಪೆಗು,string
Rashbehari,ರಾಶ್ಬೆಹಾರಿ,string
Rasipuram (SC),ರಾಶಿಪುರಂ (ಎಸ್‌ಸಿ),string
Ratabari (SC),ರತಾಬರಿ (ಎಸ್‌ಸಿ),string
Rathakrishnan.V,ರಾಥಾಕೃಷ್ಣನ್.ವಿ,string
Rathamani.K,ರಥಮಣಿ.ಕೆ,string
Rathin Ghosh,ರಥಿನ್ ಘೋಷ್,string
Rathinasabhapathy E,ರತ್ನಸಭಾಪತಿ ಇ,string
Ratna Chatterjee,ರತ್ನ ಚಟರ್ಜಿ,string
Ratna De Nag,ರತ್ನ ದೇ ನಾಗ್,string
Ratna Ghosh Kar,ರತ್ನ ಘೋಷ್ ಕರ್,string
Ratua,ರಟುವಾ,string
Regupathy S,ರೇಗುಪತಿ ಎಸ್,string
Rejinagar,ರೆಜಿನಗರ,string
Rekha Roy,ರೇಖಾ ರಾಯ್,string
Rekibuddin Ahmed,ರೆಕಿಬುದ್ದೀನ್ ಅಹಮದ್,string
Renupoma Rajkhowa,ರೇಣುಪೋಮಾ ರಾಜಖೋವಾ,string
Rihon Daimary,ರಿಹಾನ್ ಡೈಮರಿ,string
Rishivandiyam,ಋಷಿವಂದಿಯಂ,string
Rohit Sharma,ರೋಹಿತ್ ಶರ್ಮಾ,string
Roji M. John,ರೋಜಿ ಎಂ. ಜಾನ್,string
Roselina Tirkey,ರೋಸೆಲಿನಾ ಟಿರ್ಕಿ,string
Roshy Augustine,ರೋಶಿ ಆಗಸ್ಟಿನ್,string
Royapuram,ರಾಯಪುರಂ,string
Ruby R. Manoharan,ರೂಬಿ ಆರ್ ಮನೋಹರನ್,string
Ruden Sada Lepcha,ರುಡೆನ್ ಸದಾ ಲೆಪ್ಚಾ,string
Rukbanur Rahman,ರುಕ್ಬಾನೂರ್ ರೆಹಮಾನ್,string
Runu Dutta,ರುಣು ದತ್ತಾ,string
Rupak Sarmah,ರೂಪಕ್ ಶರ್ಮಾ,string
Rupesh Gowala,ರೂಪೇಶ ಗೋವಾಲ,string
Rupjyoti Kurmi,ರೂಪಜ್ಯೋತಿ ಕುರ್ಮಿ,string
Rupohihat,ರೂಪೋಹಿಹತ್,string
Rupsing Teron,ರೂಪ್ಸಿಂಗ್ ಟೆರಾನ್,string
S. Ambethkumar,ಎಸ್. ಅಂಬೇತ್ಕುಮಾರ್,string
S. Aravind Ramesh,ಎಸ್.ಅರವಿಂದ ರಮೇಶ್,string
S. Austin,ಎಸ್. ಆಸ್ಟಿನ್,string
S. Chandra Priyanga,ಎಸ್.ಚಂದ್ರ ಪ್ರಿಯಾಂಗ,string
S. Chandran,ಎಸ್.ಚಂದ್ರನ್,string
S. Damodaran,ಎಸ್ ದಾಮೋದರನ್,string
S. G. Subramanian,ಎಸ್ ಜಿ ಸುಬ್ರಮಣಿಯನ್,string
S. Gandhirajan,ಎಸ್.ಗಾಂಧಿರಾಜನ್,string
S. Jayakumar,ಎಸ್.ಜಯಕುಮಾರ್,string
S. Kathiravan,ಎಸ್. ಕಥಿರವನ್,string
S. Kumaravel,ಎಸ್.ಕುಮಾರವೇಲ್,string
S. M. Nasar,ಎಸ್ ಎಂ ನಾಸರ್,string
S. M. Seenivel,ಎಸ್ ಎಂ ಸೀನಿವೇಲ್,string
S. Mangudi,ಎಸ್.ಮಾಂಗುಡಿ,string
S. Murugesan,ಎಸ್.ಮುರುಗೇಶನ್,string
S. Muthusamy,ಎಸ್. ಮುತ್ತುಸಾಮಿ,string
S. P. Shanmuganathan,ಎಸ್.ಪಿ.ಷಣ್ಮುಗನಾಥನ್,string
S. P. Velumani,ಎಸ್ ಪಿ ವೇಲುಮಣಿ,string
S. P. Venkateshwaran,ಎಸ್ ಪಿ ವೆಂಕಟೇಶ್ವರನ್,string
S. Palani Nadar,ಎಸ್.ಪಳನಿ ನಾಡರ್,string
S. Pandi,ಎಸ್.ಪಾಂಡಿ,string
S. R. Raja,ಎಸ್.ಆರ್.ರಾಜ,string
S. Rajakumar,ಎಸ್.ರಾಜಕುಮಾರ್,string
S. Rajendran,ಎಸ್.ರಾಜೇಂದ್ರನ್,string
S. Rajesh Kumar,ಎಸ್.ರಾಜೇಶ್ ಕುಮಾರ್,string
S. Rajeshkumar,ಎಸ್.ರಾಜೇಶಕುಮಾರ್,string
S. Ramesh,ಎಸ್. ರಮೇಶ್,string
S. Ravi,ಎಸ್ ರವಿ,string
S. Regupathy,ಎಸ್.ರೇಗುಪತಿ,string
S. S. Balaji,ಎಸ್ ಎಸ್ ಬಾಲಾಜಿ,string
S. S. Krishnamoorthy,ಎಸ್.ಎಸ್.ಕೃಷ್ಣಮೂರ್ತಿ,string
S. S. Sivasankar,ಎಸ್.ಎಸ್.ಶಿವಶಂಕರ್,string
S. Sadhasivam,ಎಸ್.ಸದಾಶಿವಂ,string
S. Sekar,ಎಸ್.ಶೇಖರ್,string
S. Selvamohandas Pandian,ಎಸ್.ಸೆಲ್ವಮೋಹನದಾಸ್ ಪಾಂಡಿಯನ್,string
S. Sharma,ಎಸ್.ಶರ್ಮಾ,string
S. Stalinkumar,ಎಸ್.ಸ್ಟಾಲಿನ್ಕುಮಾರ್,string
S. Sudharsanam,ಎಸ್. ಸುದರ್ಶನಂ,string
S. Sundararajan,ಎಸ್.ಸುಂದರರಾಜನ್,string
S. Thangappandian,ಎಸ್.ತಂಗಪ್ಪಂಡಿಯನ್,string
S. Thenmozhi,ಎಸ್. ತೇನ್ಮೋಳಿ,string
